2019-04-23 16:12:20.952 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-04-23 16:12:21.051 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-04-23 16:12:21.053 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-04-23 16:12:21.054 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-04-23 16:12:20.943 addReteta, medic: 2990713170025, pacient: 2990713170025, Reteta{Servicii{data=Tue Apr 12 00:00:00 EET 18}medicamente=[paracetamol, nurofen]}
2019-06-01 12:24:58.577 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-06-01 12:24:58.606 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-06-01 12:24:58.619 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-06-01 12:24:58.623 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-06-01 12:24:57.143 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=2010-04-15}tip='respiratorie', nume='rinita alergica'}gradAlergie='slab'}
2019-06-01 12:24:57.143 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 12:24:57.143 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 12:24:57.143 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 12:24:57.143 addFisaPacientului, , pacient: 2990713170024, FisaPacientului{Servicii{data=2015-04-12}grupaSange='A2', rh='pozitiv'}
2019-06-01 12:24:57.143 addFisaPacientului, , pacient: 2990813170021, FisaPacientului{Servicii{data=2015-04-13}grupaSange='B3', rh='pozitiv'}
2019-06-01 12:25:47.965 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-06-01 12:25:47.985 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-06-01 12:25:47.988 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-06-01 12:25:47.991 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-06-01 12:25:46.599 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=2010-04-15}tip='respiratorie', nume='rinita alergica'}gradAlergie='slab'}
2019-06-01 12:25:46.599 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 12:25:46.599 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 12:25:46.599 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 12:25:46.599 addFisaPacientului, , pacient: 2990713170024, FisaPacientului{Servicii{data=2015-04-12}grupaSange='A2', rh='pozitiv'}
2019-06-01 12:25:46.599 addFisaPacientului, , pacient: 2990813170021, FisaPacientului{Servicii{data=2015-04-13}grupaSange='B3', rh='pozitiv'}
2019-06-01 12:26:37.152 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-06-01 12:26:37.205 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-06-01 12:26:37.219 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-06-01 12:26:37.227 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-06-01 12:26:35.733 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=2010-04-15}tip='respiratorie', nume='rinita alergica'}gradAlergie='slab'}
2019-06-01 12:26:35.733 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 12:26:35.733 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 12:26:35.733 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 12:26:35.733 addFisaPacientului, , pacient: 2990713170024, FisaPacientului{Servicii{data=2015-04-12}grupaSange='A2', rh='pozitiv'}
2019-06-01 12:26:35.733 addFisaPacientului, , pacient: 2990813170021, FisaPacientului{Servicii{data=2015-04-13}grupaSange='B3', rh='pozitiv'}
2019-06-01 12:28:06.33 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-06-01 12:28:06.347 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-06-01 12:28:06.352 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-06-01 12:28:06.358 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-06-01 12:28:04.964 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=2010-04-15}tip='respiratorie', nume='rinita alergica'}gradAlergie='slab'}
2019-06-01 12:28:04.964 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 12:28:04.964 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 12:28:04.964 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 12:28:04.964 addFisaPacientului, , pacient: 2990713170024, FisaPacientului{Servicii{data=2015-04-12}grupaSange='A2', rh='pozitiv'}
2019-06-01 12:28:04.964 addFisaPacientului, , pacient: 2990813170021, FisaPacientului{Servicii{data=2015-04-13}grupaSange='B3', rh='pozitiv'}
2019-06-01 12:29:56.375 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-06-01 12:29:56.406 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-06-01 12:29:56.411 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-06-01 12:29:56.415 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-06-01 12:29:54.997 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=2010-04-15}tip='respiratorie', nume='rinita alergica'}gradAlergie='slab'}
2019-06-01 12:29:54.997 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 12:29:54.997 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 12:29:54.997 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 12:29:54.997 addFisaPacientului, , pacient: 2990713170024, FisaPacientului{Servicii{data=2015-04-12}grupaSange='A2', rh='pozitiv'}
2019-06-01 12:29:54.997 addFisaPacientului, , pacient: 2990813170021, FisaPacientului{Servicii{data=2015-04-13}grupaSange='B3', rh='pozitiv'}
2019-06-01 12:30:21.815 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-06-01 12:30:21.856 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-06-01 12:30:21.872 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-06-01 12:30:21.876 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-06-01 12:30:20.408 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=2010-04-15}tip='respiratorie', nume='rinita alergica'}gradAlergie='slab'}
2019-06-01 12:30:20.408 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 12:30:20.408 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 12:30:20.408 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 12:30:20.408 addFisaPacientului, , pacient: 2990713170024, FisaPacientului{Servicii{data=2015-04-12}grupaSange='A2', rh='pozitiv'}
2019-06-01 12:30:20.408 addFisaPacientului, , pacient: 2990813170021, FisaPacientului{Servicii{data=2015-04-13}grupaSange='B3', rh='pozitiv'}
2019-06-01 12:30:41.46 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-06-01 12:30:41.492 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-06-01 12:30:41.496 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-06-01 12:30:41.5 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-06-01 12:30:40.04 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=2010-04-15}tip='respiratorie', nume='rinita alergica'}gradAlergie='slab'}
2019-06-01 12:30:40.04 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 12:30:40.04 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 12:30:40.04 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 12:30:40.04 addFisaPacientului, , pacient: 2990713170024, FisaPacientului{Servicii{data=2015-04-12}grupaSange='A2', rh='pozitiv'}
2019-06-01 12:30:40.04 addFisaPacientului, , pacient: 2990813170021, FisaPacientului{Servicii{data=2015-04-13}grupaSange='B3', rh='pozitiv'}
2019-06-01 12:37:25.145 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-06-01 12:37:25.165 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-06-01 12:37:25.171 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-06-01 12:37:25.175 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-06-01 12:37:23.791 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=2010-04-15}tip='respiratorie', nume='rinita alergica'}gradAlergie='slab'}
2019-06-01 12:37:23.791 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 12:37:23.791 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 12:37:23.791 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 12:37:23.791 addFisaPacientului, , pacient: 2990713170024, FisaPacientului{Servicii{data=2015-04-12}grupaSange='A2', rh='pozitiv'}
2019-06-01 12:37:23.791 addFisaPacientului, , pacient: 2990813170021, FisaPacientului{Servicii{data=2015-04-13}grupaSange='B3', rh='pozitiv'}
2019-06-01 12:40:09.708 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-06-01 12:40:09.721 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-06-01 12:40:09.724 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-06-01 12:40:09.729 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-06-01 12:40:08.321 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=2010-04-15}tip='respiratorie', nume='rinita alergica'}gradAlergie='slab'}
2019-06-01 12:40:08.321 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 12:40:08.321 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 12:40:08.321 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 12:40:08.321 addFisaPacientului, , pacient: 2990713170024, FisaPacientului{Servicii{data=2015-04-12}grupaSange='A2', rh='pozitiv'}
2019-06-01 12:40:08.321 addFisaPacientului, , pacient: 2990813170021, FisaPacientului{Servicii{data=2015-04-13}grupaSange='B3', rh='pozitiv'}
2019-06-01 12:48:16.045 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-06-01 12:48:16.062 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-06-01 12:48:16.076 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-06-01 12:48:16.08 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-06-01 12:48:14.716 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=2010-04-15}tip='respiratorie', nume='rinita alergica'}gradAlergie='slab'}
2019-06-01 12:48:14.716 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 12:48:14.716 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 12:48:14.716 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 12:48:14.716 addFisaPacientului, , pacient: 2990713170024, FisaPacientului{Servicii{data=2015-04-12}grupaSange='A2', rh='pozitiv'}
2019-06-01 12:48:14.716 addFisaPacientului, , pacient: 2990813170021, FisaPacientului{Servicii{data=2015-04-13}grupaSange='B3', rh='pozitiv'}
2019-06-01 12:53:32.746 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-06-01 12:53:32.781 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-06-01 12:53:32.786 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-06-01 12:53:32.789 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-06-01 12:53:31.332 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=2010-04-15}tip='respiratorie', nume='rinita alergica'}gradAlergie='slab'}
2019-06-01 12:53:31.332 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 12:53:31.332 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 12:53:31.332 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 12:53:31.332 addFisaPacientului, , pacient: 2990713170024, FisaPacientului{Servicii{data=2015-04-12}grupaSange='A2', rh='pozitiv'}
2019-06-01 12:53:31.332 addFisaPacientului, , pacient: 2990813170021, FisaPacientului{Servicii{data=2015-04-13}grupaSange='B3', rh='pozitiv'}
2019-06-01 13:17:28.489 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-06-01 13:17:28.526 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-06-01 13:17:28.53 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-06-01 13:17:28.535 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-06-01 13:17:27.111 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=2010-04-15}tip='respiratorie', nume='rinita alergica'}gradAlergie='slab'}
2019-06-01 13:17:27.111 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 13:17:27.111 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 13:17:27.111 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 13:17:27.111 addFisaPacientului, , pacient: 2990713170024, FisaPacientului{Servicii{data=2015-04-12}grupaSange='A2', rh='pozitiv'}
2019-06-01 13:17:27.111 addFisaPacientului, , pacient: 2990813170021, FisaPacientului{Servicii{data=2015-04-13}grupaSange='B3', rh='pozitiv'}
2019-06-01 13:19:31.905 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-06-01 13:19:31.92 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-06-01 13:19:31.924 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-06-01 13:19:31.93 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-06-01 13:19:30.594 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=2010-04-15}tip='respiratorie', nume='rinita alergica'}gradAlergie='slab'}
2019-06-01 13:19:30.594 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 13:19:30.594 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 13:19:30.594 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 13:19:30.594 addFisaPacientului, , pacient: 2990713170024, FisaPacientului{Servicii{data=2015-04-12}grupaSange='A2', rh='pozitiv'}
2019-06-01 13:19:30.594 addFisaPacientului, , pacient: 2990813170021, FisaPacientului{Servicii{data=2015-04-13}grupaSange='B3', rh='pozitiv'}
2019-06-01 13:20:54.423 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-06-01 13:20:54.438 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-06-01 13:20:54.441 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-06-01 13:20:54.445 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-06-01 13:20:53.16 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=2010-04-15}tip='respiratorie', nume='rinita alergica'}gradAlergie='slab'}
2019-06-01 13:20:53.16 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 13:20:53.16 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 13:20:53.16 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 13:20:53.16 addFisaPacientului, , pacient: 2990713170024, FisaPacientului{Servicii{data=2015-04-12}grupaSange='A2', rh='pozitiv'}
2019-06-01 13:20:53.16 addFisaPacientului, , pacient: 2990813170021, FisaPacientului{Servicii{data=2015-04-13}grupaSange='B3', rh='pozitiv'}
2019-06-01 13:27:01.687 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-06-01 13:27:01.716 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-06-01 13:27:01.728 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-06-01 13:27:01.737 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-06-01 13:27:00.329 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=2010-04-15}tip='respiratorie', nume='rinita alergica'}gradAlergie='slab'}
2019-06-01 13:27:00.329 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 13:27:00.329 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 13:27:00.329 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 13:27:00.329 addFisaPacientului, , pacient: 2990713170024, FisaPacientului{Servicii{data=2015-04-12}grupaSange='A2', rh='pozitiv'}
2019-06-01 13:27:00.329 addFisaPacientului, , pacient: 2990813170021, FisaPacientului{Servicii{data=2015-04-13}grupaSange='B3', rh='pozitiv'}
2019-06-01 13:27:00.329 getOne 2990713170025
2019-06-01 13:27:00.329 getOne 29907131700247
2019-06-01 13:33:59.842 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-06-01 13:33:59.858 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-06-01 13:33:59.861 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-06-01 13:33:59.864 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-06-01 13:33:58.533 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=2010-04-15}tip='respiratorie', nume='rinita alergica'}gradAlergie='slab'}
2019-06-01 13:33:58.533 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 13:33:58.533 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 13:33:58.533 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 13:33:58.533 addFisaPacientului, , pacient: 2990713170024, FisaPacientului{Servicii{data=2015-04-12}grupaSange='A2', rh='pozitiv'}
2019-06-01 13:33:58.533 addFisaPacientului, , pacient: 2990813170021, FisaPacientului{Servicii{data=2015-04-13}grupaSange='B3', rh='pozitiv'}
2019-06-01 13:33:58.533 getFisaPacientului, 2990713170024
2019-06-01 13:37:46.343 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-06-01 13:37:46.379 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-06-01 13:37:46.396 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-06-01 13:37:46.4 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-06-01 13:37:44.767 addAlergie, medic: null, pacient: null, Alergie{Boala{data 2010-04-15
tip='respiratorie', nume='rinita alergica'}gradAlergie='slab'}
2019-06-01 13:37:44.767 addAlergie, medic: null, pacient: null, Alergie{Boala{data 3918-05-11
tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 13:37:44.767 addAlergie, medic: null, pacient: null, Alergie{Boala{data 3918-05-11
tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 13:37:44.767 addAlergie, medic: null, pacient: null, Alergie{Boala{data 3918-05-11
tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 13:37:44.767 addFisaPacientului, , pacient: 2990713170024, Fisa Pacientului
data 2015-04-12
grupaSange='A2
rh= pozitiv
2019-06-01 13:37:44.767 addFisaPacientului, , pacient: 2990813170021, Fisa Pacientului
data 2015-04-13
grupaSange='B3
rh= pozitiv
2019-06-01 13:37:54.072 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-06-01 13:37:54.1 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-06-01 13:37:54.105 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-06-01 13:37:54.109 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-06-01 13:37:52.674 addAlergie, medic: null, pacient: null, Alergie{Boala{data = 2010-04-15
tip='respiratorie', nume='rinita alergica'}gradAlergie='slab'}
2019-06-01 13:37:52.674 addAlergie, medic: null, pacient: null, Alergie{Boala{data = 3918-05-11
tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 13:37:52.674 addAlergie, medic: null, pacient: null, Alergie{Boala{data = 3918-05-11
tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 13:37:52.674 addAlergie, medic: null, pacient: null, Alergie{Boala{data = 3918-05-11
tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 13:37:52.674 addFisaPacientului, , pacient: 2990713170024, Fisa Pacientului
data = 2015-04-12
grupaSange='A2
rh= pozitiv
2019-06-01 13:37:52.674 addFisaPacientului, , pacient: 2990813170021, Fisa Pacientului
data = 2015-04-13
grupaSange='B3
rh= pozitiv
2019-06-01 13:37:52.674 getFisaPacientului, 2990713170024
2019-06-01 13:49:47.686 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-06-01 13:49:47.758 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-06-01 13:49:47.77 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-06-01 13:49:47.779 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-06-01 13:49:46.358 addAlergie, medic: null, pacient: null, Alergie{Boala{data = 2010-04-15
tip='respiratorie', nume='rinita alergica'}gradAlergie='slab'}
2019-06-01 13:49:46.358 addAlergie, medic: null, pacient: null, Alergie{Boala{data = 3918-05-11
tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 13:49:46.358 addAlergie, medic: null, pacient: null, Alergie{Boala{data = 3918-05-11
tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 13:49:46.358 addAlergie, medic: null, pacient: null, Alergie{Boala{data = 3918-05-11
tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 13:49:46.358 addFisaPacientului, , pacient: 2990713170024, Fisa Pacientului
data = 2015-04-12
grupaSange = A2
rh = pozitiv
2019-06-01 13:49:46.358 addFisaPacientului, , pacient: 2990813170021, Fisa Pacientului
data = 2015-04-13
grupaSange = B3
rh = pozitiv
2019-06-01 13:52:55.477 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-06-01 13:52:55.499 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-06-01 13:52:55.514 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-06-01 13:52:55.517 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-06-01 13:52:54.084 addAlergie, medic: null, pacient: null, Alergie{Boala{data = 2010-04-15
tip='respiratorie', nume='rinita alergica'}gradAlergie='slab'}
2019-06-01 13:52:54.084 addAlergie, medic: null, pacient: null, Alergie{Boala{data = 3918-05-11
tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 13:52:54.084 addAlergie, medic: null, pacient: null, Alergie{Boala{data = 3918-05-11
tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 13:52:54.084 addAlergie, medic: null, pacient: null, Alergie{Boala{data = 3918-05-11
tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-06-01 13:52:54.084 addFisaPacientului, , pacient: 2990713170024, Fisa Pacientului
data = 2015-04-12
grupaSange = A2
rh = pozitiv
2019-06-01 13:52:54.084 addFisaPacientului, , pacient: 2990813170021, Fisa Pacientului
data = 2015-04-13
grupaSange = B3
rh = pozitiv
2019-06-01 13:52:54.084 addMedicMedic{Persoana{nume='Lazarescu', CNP='2850715122456', varsta=28}P=[], Specialitate='Oncologie'}
